school_code,school_name,municipality,lat,lon,primary_station,primary_distance_m,primary_lines,source,access_stations,access_lines
0050001285,鶴見,横浜市鶴見区,35.519447,139.662552,鶴見,1856,京浜急行電鉄 本線;東日本旅客鉄道 鶴見線;東日本旅客鉄道 東海道線,算出,鶴見(1856m),京浜急行電鉄 本線;東日本旅客鉄道 鶴見線;東日本旅客鉄道 東海道線
0050001313,岸根,横浜市港北区,35.501465,139.613586,岸根公園,714,横浜市 3号線,算出,岸根公園(714m);新横浜(814m);片倉町(1430m);小机(1495m);妙蓮寺(1810m);菊名(1827m);白楽(1858m);北新横浜(1975m),横浜市 3号線;東海旅客鉄道 東海道新幹線;東日本旅客鉄道 横浜線;相模鉄道 相鉄新横浜線;東急電鉄 東急新横浜線;東急電鉄 東横線
0050001337,住吉,川崎市中原区,35.566902,139.659393,元住吉,444,東急電鉄 東横線,算出,元住吉(444m);向河原(924m);武蔵小杉(983m);平間(1272m);新丸子(1525m);日吉(1843m),東急電鉄 東横線;東日本旅客鉄道 南武線;東日本旅客鉄道 東海道線;横浜市 4号線;東急電鉄 東急新横浜線
0250000669,市立高津,川崎市高津区,35.595638,139.617523,武蔵溝ノ口,659,東日本旅客鉄道 南武線,算出,武蔵溝ノ口(659m);溝の口(781m);高津(870m);梶が谷(1087m);二子新地(1375m);武蔵新城(1389m);津田山(1761m);二子玉川(1943m),東日本旅客鉄道 南武線;東急電鉄 田園都市線;東急電鉄 大井町線
0050001320,荏田,横浜市都筑区,35.549622,139.554718,江田,1035,東急電鉄 田園都市線,算出,江田(1035m);市が尾(1231m);都筑ふれあいの丘(1570m);センター南(1845m),東急電鉄 田園都市線;横浜市 4号線;横浜市 3号線
0050001290,城郷,横浜市神奈川区,35.48885,139.598572,片倉町,723,横浜市 3号線,算出,片倉町(723m);羽沢横浜国大(1409m);三ツ沢上町(1519m);岸根公園(1788m),横浜市 3号線;相模鉄道 相鉄新横浜線;東日本旅客鉄道 東海道線
0050001346,麻生,川崎市麻生区,35.612282,139.498154,新百合ヶ丘,1273,小田急電鉄 小田原線;小田急電鉄 多摩線,算出,新百合ヶ丘(1273m);五月台(1408m);百合ヶ丘(1660m);栗平(1688m),小田急電鉄 小田原線;小田急電鉄 多摩線
0050001314,霧が丘,横浜市緑区,35.510059,139.502014,十日市場,2233,東日本旅客鉄道 横浜線,手動,十日市場(2233m);青葉台(3900m);長津田(2510m);三ツ境(4701m);鶴ヶ峰(5829m),東日本旅客鉄道 横浜線;東急電鉄 田園都市線;東急電鉄 こどもの国線;相模鉄道 相鉄本線
0050001333,県立川崎,川崎市川崎区,35.517738,139.696976,川崎新町,217,東日本旅客鉄道 南武線,算出,川崎新町(217m);八丁畷(776m);小田栄(821m);鶴見市場(949m);川崎(1616m);浜川崎(1737m);尻手(1866m);武蔵白石(1959m),東日本旅客鉄道 南武線;京浜急行電鉄 本線;京浜急行電鉄 大師線;東日本旅客鉄道 東海道線;東日本旅客鉄道 鶴見線
0250000666,市立幸,川崎市幸区,35.542458,139.686081,矢向,614,東日本旅客鉄道 南武線,算出,矢向(614m);尻手(1287m);鹿島田(1418m);川崎(1626m);新川崎(1657m);六郷土手(1956m),東日本旅客鉄道 南武線;京浜急行電鉄 大師線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線
0050001338,川崎北,川崎市宮前区,35.573818,139.586334,鷺沼,1365,東急電鉄 田園都市線,手動,鷺沼(1365m);宮前平(1293m);センター北(2416m);武蔵小杉(6808m);武蔵中原(5102m),東急電鉄 田園都市線;横浜市 3号線;横浜市 4号線;東急電鉄 東横線;東日本旅客鉄道 南武線;東日本旅客鉄道 東海道線
0050001342,百合丘,川崎市多摩区,35.601398,139.534637,新百合ヶ丘,2469,小田急電鉄 小田原線;小田急電鉄 多摩線,手動,新百合ヶ丘(2469m);百合ヶ丘(1880m);生田(1639m);溝の口(6865m);武蔵溝ノ口(6944m);宮前平(4678m),小田急電鉄 小田原線;小田急電鉄 多摩線;東急電鉄 田園都市線;東日本旅客鉄道 南武線
0050001321,新栄,横浜市都筑区,35.53735,139.595734,仲町台,607,横浜市 3号線,算出,仲町台(607m);新羽(1855m),横浜市 3号線
0050001312,新羽,横浜市港北区,35.520344,139.605042,北新横浜,718,横浜市 3号線,算出,北新横浜(718m);新羽(997m);小机(1391m);新横浜(1751m),横浜市 3号線;東日本旅客鉄道 横浜線;東海旅客鉄道 東海道新幹線;相模鉄道 相鉄新横浜線;東急電鉄 東急新横浜線
0050001343,生田東,川崎市多摩区,35.619087,139.546783,生田,645,小田急電鉄 小田原線,算出,生田(645m);中野島(1276m);向ヶ丘遊園(1624m);読売ランド前(1762m),小田急電鉄 小田原線;東日本旅客鉄道 南武線
0050001315,白山,横浜市緑区,35.498791,139.551605,鴨居,1931,東日本旅客鉄道 横浜線,算出,鴨居(1931m),東日本旅客鉄道 横浜線
0050001344,菅,川崎市多摩区,35.623081,139.527756,読売ランド前,928,小田急電鉄 小田原線,算出,読売ランド前(928m);稲田堤(1315m);京王よみうりランド(1455m);生田(1559m);百合ヶ丘(1886m),小田急電鉄 小田原線;京王電鉄 相模原線;東日本旅客鉄道 南武線
0050001334,大師,川崎市川崎区,35.524223,139.738129,川崎,3661,京浜急行電鉄 大師線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線;東日本旅客鉄道 南武線,手動,川崎(3661m);大師橋(1393m),京浜急行電鉄 大師線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線;東日本旅客鉄道 南武線
0050001325,柏陽,横浜市栄区,35.365788,139.553986,本郷台,420,東日本旅客鉄道 根岸線,算出,本郷台(420m),東日本旅客鉄道 根岸線
0050001292,横浜緑ケ丘,横浜市中区,35.424088,139.652328,山手,610,東日本旅客鉄道 根岸線,算出,山手(610m);根岸(1732m);石川町(1855m),東日本旅客鉄道 根岸線
0050001302,希望ケ丘,横浜市旭区,35.456028,139.512527,希望ヶ丘,509,相模鉄道 相鉄本線,算出,希望ヶ丘(509m);南万騎が原(1310m);三ツ境(1588m);二俣川(1975m),相模鉄道 相鉄本線;相模鉄道 相鉄いずみ野線
0050001299,光陵,横浜市保土ケ谷区,35.443268,139.573456,東戸塚,2129,東日本旅客鉄道 東海道線,手動,東戸塚(2129m);保土ヶ谷(2477m);西横浜(3416m),東日本旅客鉄道 東海道線;相模鉄道 相鉄本線
0150000496,市立金沢,横浜市金沢区,35.333984,139.617783,金沢八景,378,横浜シーサイドライン 金沢シーサイドライン;京浜急行電鉄 逗子線;京浜急行電鉄 本線,算出,金沢八景(378m);金沢文庫(1094m);野島公園(1305m);海の公園南口(1351m);六浦(1376m);海の公園柴口(1877m),横浜シーサイドライン 金沢シーサイドライン;京浜急行電鉄 逗子線;京浜急行電鉄 本線
0050001291,横浜平沼,横浜市西区,35.461105,139.615234,平沼橋,179,相模鉄道 相鉄本線,算出,平沼橋(179m);戸部(631m);高島町(808m);横浜(814m);西横浜(1010m);新高島(1023m);天王町(1395m);神奈川(1578m);みなとみらい(1606m);三ツ沢下町(1710m);反町(1722m);星川(1843m);桜木町(1848m);三ツ沢上町(1916m),相模鉄道 相鉄本線;京浜急行電鉄 本線;横浜市 3号線;横浜高速鉄道 みなとみらい21線;東急電鉄 東横線;東日本旅客鉄道 根岸線;東日本旅客鉄道 東海道線
0150000495,市立桜丘,横浜市保土ケ谷区,35.451031,139.585434,星川,1193,相模鉄道 相鉄本線,算出,星川(1193m);和田町(1412m);保土ヶ谷(1418m);天王町(1584m);上星川(1872m),相模鉄道 相鉄本線;東日本旅客鉄道 東海道線
0150000497,市立戸塚,横浜市戸塚区,35.399937,139.516724,踊場,646,横浜市 1号線,算出,踊場(646m);中田(1343m);戸塚(1627m),横浜市 1号線;東日本旅客鉄道 東海道線
0050001328,松陽,横浜市泉区,35.437191,139.494324,いずみ野,859,相模鉄道 相鉄いずみ野線,算出,いずみ野(859m);弥生台(1377m),相模鉄道 相鉄いずみ野線
0050001327,横浜栄,横浜市栄区,35.36515,139.580734,港南台,1186,東日本旅客鉄道 根岸線,算出,港南台(1186m),東日本旅客鉄道 根岸線
0050001429,横浜瀬谷,横浜市瀬谷区,35.477711,139.498413,三ツ境,1166,相模鉄道 相鉄本線,算出,三ツ境(1166m);瀬谷(1647m),相模鉄道 相鉄本線
0050001308,横浜氷取沢,横浜市磯子区,35.364014,139.611877,洋光台,2131,東日本旅客鉄道 根岸線,手動,洋光台(2131m);金沢文庫(2476m);能見台(1620m),東日本旅客鉄道 根岸線;京浜急行電鉄 本線
0050001294,横浜清陵,横浜市南区,35.437889,139.608932,南太田,440,京浜急行電鉄 本線,算出,南太田(440m);蒔田(855m);井土ヶ谷(883m);吉野町(916m);黄金町(1251m);保土ヶ谷(1295m);阪東橋(1453m);西横浜(1746m);弘明寺(1812m);日ノ出町(1822m);天王町(1884m),京浜急行電鉄 本線;横浜市 1号線;東日本旅客鉄道 東海道線;相模鉄道 相鉄本線
0050001326,金井,横浜市栄区,35.374718,139.523422,戸塚,3052,横浜市 1号線;東日本旅客鉄道 東海道線,手動,戸塚(3052m);大船(2456m),横浜市 1号線;東日本旅客鉄道 東海道線;湘南モノレール 江の島線;東日本旅客鉄道 横須賀線;東日本旅客鉄道 根岸線
0050001293,横浜立野,横浜市中区,35.4184,139.653381,山手,1125,東日本旅客鉄道 根岸線,算出,山手(1125m);根岸(1592m),東日本旅客鉄道 根岸線
0050001322,舞岡,横浜市戸塚区,35.396774,139.555099,舞岡,729,横浜市 1号線,算出,舞岡(729m);下永谷(756m);上永谷(1683m);戸塚(1901m),横浜市 1号線;東日本旅客鉄道 東海道線
0050001296,横浜南陵,横浜市港南区,35.38644,139.58548,洋光台,1341,東日本旅客鉄道 根岸線,算出,洋光台(1341m);港南台(1513m);港南中央(1725m),東日本旅客鉄道 根岸線;横浜市 1号線
0050001303,二俣川,横浜市旭区,35.467281,139.522079,二俣川,1028,相模鉄道 相鉄いずみ野線;相模鉄道 相鉄本線,算出,二俣川(1028m);希望ヶ丘(1081m);南万騎が原(1684m);三ツ境(1768m),相模鉄道 相鉄いずみ野線;相模鉄道 相鉄本線
0050001304,旭,横浜市旭区,35.487015,139.511703,三ツ境,2293,相模鉄道 相鉄本線,手動,三ツ境(2293m);二俣川(3225m),相模鉄道 相鉄本線;相模鉄道 相鉄いずみ野線
0050001324,上矢部,横浜市戸塚区,35.414051,139.528229,戸塚,1606,横浜市 1号線;東日本旅客鉄道 東海道線,手動,戸塚(1606m);踊場(1288m);弥生台(2636m),横浜市 1号線;東日本旅客鉄道 東海道線;相模鉄道 相鉄いずみ野線
0050001329,横浜緑園,横浜市泉区,35.432442,139.52417,緑園都市,793,相模鉄道 相鉄いずみ野線,算出,緑園都市(793m);弥生台(1613m),相模鉄道 相鉄いずみ野線
0050001301,保土ケ谷,横浜市保土ケ谷区,35.466255,139.562592,鶴ヶ峰,1506,相模鉄道 相鉄本線,手動,鶴ヶ峰(1506m);和田町(2173m);東戸塚(4068m);西谷(1340m),相模鉄道 相鉄本線;東日本旅客鉄道 東海道線;相模鉄道 相鉄新横浜線
0050001323,横浜桜陽,横浜市戸塚区,35.39122,139.517685,戸塚,1858,横浜市 1号線;東日本旅客鉄道 東海道線,手動,戸塚(1858m);立場(3000m),横浜市 1号線;東日本旅客鉄道 東海道線
0050001379,湘南,藤沢市,35.344963,139.473816,藤沢本町,405,小田急電鉄 江ノ島線,算出,藤沢本町(405m);藤沢(1412m);本鵠沼(1554m);石上(1753m);善行(1961m),小田急電鉄 江ノ島線;江ノ島電鉄 江ノ島電鉄線;東日本旅客鉄道 東海道線
0050001361,横須賀,横須賀市,35.256893,139.67038,衣笠,853,東日本旅客鉄道 横須賀線,算出,衣笠(853m);県立大学(1557m);堀ノ内(1665m);北久里浜(1689m);新大津(1799m),東日本旅客鉄道 横須賀線;京浜急行電鉄 本線;京浜急行電鉄 久里浜線
0050001375,鎌倉,鎌倉市,35.308662,139.503967,鎌倉高校前,379,江ノ島電鉄 江ノ島電鉄線,算出,鎌倉高校前(379m);七里ヶ浜(611m);腰越(964m);片瀬山(1189m);西鎌倉(1194m);目白山下(1280m);江ノ島(1506m);湘南江の島(1509m);稲村ヶ崎(1729m);片瀬江ノ島(1911m),江ノ島電鉄 江ノ島電鉄線;湘南モノレール 江の島線;小田急電鉄 江ノ島線
0050001390,茅ケ崎北陵,茅ヶ崎市,35.361885,139.396912,香川,644,東日本旅客鉄道 相模線,算出,香川(644m);寒川(1084m),東日本旅客鉄道 相模線
0050001365,追浜,横須賀市,35.320835,139.632797,追浜,918,京浜急行電鉄 本線,算出,追浜(918m);野島公園(1091m);金沢八景(1622m);海の公園南口(1821m);六浦(1944m),京浜急行電鉄 本線;横浜シーサイドライン 金沢シーサイドライン;京浜急行電鉄 逗子線
0050001376,七里ガ浜,鎌倉市,35.305714,139.51239,七里ヶ浜,222,江ノ島電鉄 江ノ島電鉄線,算出,七里ヶ浜(222m);稲村ヶ崎(909m);鎌倉高校前(1086m);極楽寺(1515m);西鎌倉(1689m);腰越(1752m);片瀬山(1950m),江ノ島電鉄 江ノ島電鉄線;湘南モノレール 江の島線
0050001380,藤沢西,藤沢市,35.357758,139.44072,辻堂,2372,東日本旅客鉄道 東海道線,手動,辻堂(2372m);藤沢(4727m);湘南台(4874m),東日本旅客鉄道 東海道線;江ノ島電鉄 江ノ島電鉄線;小田急電鉄 江ノ島線;横浜市 1号線;相模鉄道 相鉄いずみ野線
0050001377,大船,鎌倉市,35.345005,139.547287,北鎌倉,823,東日本旅客鉄道 横須賀線,算出,北鎌倉(823m);富士見町(1630m);大船(1734m),東日本旅客鉄道 横須賀線;湘南モノレール 江の島線;東日本旅客鉄道 根岸線;東日本旅客鉄道 東海道線
0050001362,横須賀大津,横須賀市,35.25909,139.692001,新大津,287,京浜急行電鉄 久里浜線,算出,新大津(287m);京急大津(373m);堀ノ内(638m);北久里浜(1216m);馬堀海岸(1446m);県立大学(1812m),京浜急行電鉄 久里浜線;京浜急行電鉄 本線
0050001384,湘南台,藤沢市,35.398441,139.460083,湘南台,605,横浜市 1号線;小田急電鉄 江ノ島線;相模鉄道 相鉄いずみ野線,算出,湘南台(605m);長後(1607m);六会日大前(1896m),横浜市 1号線;小田急電鉄 江ノ島線;相模鉄道 相鉄いずみ野線
0050001391,鶴嶺,茅ヶ崎市,35.344448,139.409088,北茅ヶ崎,550,東日本旅客鉄道 相模線,算出,北茅ヶ崎(550m);茅ヶ崎(1556m);香川(1591m),東日本旅客鉄道 相模線;東日本旅客鉄道 東海道線
0050001389,茅ケ崎,茅ヶ崎市,35.338692,139.417953,北茅ヶ崎,957,東日本旅客鉄道 相模線,算出,北茅ヶ崎(957m);茅ヶ崎(1332m),東日本旅客鉄道 相模線;東日本旅客鉄道 東海道線
0050001366,津久井浜,横須賀市,35.20023,139.662598,津久井浜,311,京浜急行電鉄 久里浜線,算出,津久井浜(311m);京急長沢(1197m);三浦海岸(1571m),京浜急行電鉄 久里浜線
0050001382,藤沢清流,藤沢市,35.354649,139.483841,藤沢本町,1019,小田急電鉄 江ノ島線,算出,藤沢本町(1019m);善行(1304m);藤沢(1849m),小田急電鉄 江ノ島線;江ノ島電鉄 江ノ島電鉄線;東日本旅客鉄道 東海道線
0050001431,逗子葉山,逗子市,35.291939,139.59726,東逗子,865,東日本旅客鉄道 横須賀線,算出,東逗子(865m);逗子・葉山(1540m);神武寺(1643m);逗子(1820m),東日本旅客鉄道 横須賀線;京浜急行電鉄 逗子線
0050001392,茅ケ崎西浜,茅ヶ崎市,35.320236,139.388687,茅ヶ崎,2032,東日本旅客鉄道 相模線;東日本旅客鉄道 東海道線,算出,茅ヶ崎(2032m),東日本旅客鉄道 相模線;東日本旅客鉄道 東海道線
0050001395,三浦初声,三浦市,35.186085,139.624237,三崎口,1205,京浜急行電鉄 久里浜線,算出,三崎口(1205m),京浜急行電鉄 久里浜線
0050001420,寒川,寒川町,35.359951,139.386932,寒川,863,東日本旅客鉄道 相模線,算出,寒川(863m);香川(1228m),東日本旅客鉄道 相模線
0050001385,小田原,小田原市,35.253468,139.148361,小田原,726,伊豆箱根鉄道 大雄山線;小田急電鉄 小田原線;東海旅客鉄道 東海道新幹線;東日本旅客鉄道 東海道線;小田急箱根 鉄道線,算出,小田原(726m);箱根板橋(968m);緑町(1132m);早川(1659m);井細田(1909m);風祭(1920m),伊豆箱根鉄道 大雄山線;小田急電鉄 小田原線;東海旅客鉄道 東海道新幹線;東日本旅客鉄道 東海道線;小田急箱根 鉄道線
0050001369,平塚江南,平塚市,35.3382,139.334961,平塚,1764,東日本旅客鉄道 東海道線,算出,平塚(1764m),東日本旅客鉄道 東海道線
0050001396,秦野,秦野市,35.36237,139.258606,東海大学前,1620,小田急電鉄 小田原線,算出,東海大学前(1620m),小田急電鉄 小田原線
0050001387,西湘,小田原市,35.274323,139.186584,鴨宮,624,東日本旅客鉄道 東海道線,算出,鴨宮(624m),東日本旅客鉄道 東海道線
0050001410,伊志田,伊勢原市,35.413437,139.345245,愛甲石田,492,小田急電鉄 小田原線,算出,愛甲石田(492m),小田急電鉄 小田原線
0050001421,大磯,大磯町,35.312973,139.325073,大磯,1077,東日本旅客鉄道 東海道線,算出,大磯(1077m),東日本旅客鉄道 東海道線
0050001409,伊勢原,伊勢原市,35.403759,139.306122,伊勢原,1100,小田急電鉄 小田原線,算出,伊勢原(1100m),小田急電鉄 小田原線
0050001398,秦野曽屋,秦野市,35.379169,139.23764,秦野,1457,小田急電鉄 小田原線,算出,秦野(1457m),小田急電鉄 小田原線
0050001417,足柄,南足柄市,35.328995,139.103165,大雄山,1108,伊豆箱根鉄道 大雄山線,算出,大雄山(1108m);富士フイルム前(1381m);和田河原(1993m),伊豆箱根鉄道 大雄山線
0050001372,高浜,平塚市,35.319897,139.357605,平塚,1134,東日本旅客鉄道 東海道線,算出,平塚(1134m),東日本旅客鉄道 東海道線
0050001386,小田原東,小田原市,35.260231,139.178284,小田原,2108,伊豆箱根鉄道 大雄山線;小田急電鉄 小田原線;東海旅客鉄道 東海道新幹線;東日本旅客鉄道 東海道線;小田急箱根 鉄道線,手動,小田原(2108m);国府津(4077m);鴨宮(1725m),伊豆箱根鉄道 大雄山線;小田急電鉄 小田原線;東海旅客鉄道 東海道新幹線;東日本旅客鉄道 東海道線;小田急箱根 鉄道線;東海旅客鉄道 御殿場線
0050001422,二宮,二宮町,35.313786,139.247025,二宮,1898,東日本旅客鉄道 東海道線,算出,二宮(1898m),東日本旅客鉄道 東海道線
0050001424,山北,山北町,35.354259,139.108826,東山北,386,東海旅客鉄道 御殿場線,算出,東山北(386m),東海旅客鉄道 御殿場線
0050001374,平塚湘風,平塚市,35.372849,139.358185,平塚,5090,東日本旅客鉄道 東海道線,手動,平塚(5090m);本厚木(7400m);伊勢原(4783m),東日本旅客鉄道 東海道線;小田急電鉄 小田原線
0050001399,厚木,厚木市,35.445885,139.350143,本厚木,1488,小田急電鉄 小田原線,算出,本厚木(1488m),小田急電鉄 小田原線
0050001405,大和,大和市,35.507221,139.45491,つきみ野,493,東急電鉄 田園都市線,算出,つきみ野(493m);中央林間(936m);南林間(1435m);南町田グランベリーパーク(1485m);鶴間(1891m),東急電鉄 田園都市線;小田急電鉄 江ノ島線
0050001353,相模原,相模原市中央区,35.567432,139.365005,上溝,1104,東日本旅客鉄道 相模線,算出,上溝(1104m);相模原(1643m);南橋本(1837m),東日本旅客鉄道 相模線;東日本旅客鉄道 横浜線
0050001412,海老名,海老名市,35.442459,139.38797,厚木,884,小田急電鉄 小田原線;東日本旅客鉄道 相模線,算出,厚木(884m);海老名(1260m),小田急電鉄 小田原線;東日本旅客鉄道 相模線;相模鉄道 相鉄本線
0050001355,相模原弥栄,相模原市中央区,35.556931,139.386383,淵野辺,1519,東日本旅客鉄道 横浜線,算出,淵野辺(1519m);矢部(1797m),東日本旅客鉄道 横浜線
0050001414,座間,座間市,35.477417,139.396652,入谷,446,東日本旅客鉄道 相模線,算出,入谷(446m);座間(494m);相武台下(1947m),東日本旅客鉄道 相模線;小田急電鉄 小田原線
0050001358,麻溝台,相模原市南区,35.539143,139.398758,相模大野,3624,小田急電鉄 江ノ島線;小田急電鉄 小田原線,手動,相模大野(3624m);小田急相模原(3421m);古淵(2634m);相模原(5352m);原当麻(2399m),小田急電鉄 江ノ島線;小田急電鉄 小田原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線
0050001429,厚木王子,厚木市,35.455158,139.345093,本厚木,2489,小田急電鉄 小田原線,算出,本厚木(2489m),小田急電鉄 小田原線
0050001354,上溝南,相模原市中央区,35.541328,139.362473,番田,455,東日本旅客鉄道 相模線,算出,番田(455m);原当麻(1800m);上溝(1812m),東日本旅客鉄道 相模線
0050001408,大和西,大和市,35.49712,139.435059,南林間,1184,小田急電鉄 江ノ島線,算出,南林間(1184m);中央林間(1478m);鶴間(1588m),小田急電鉄 江ノ島線;東急電鉄 田園都市線
0050001352,上溝,相模原市中央区,35.555939,139.355316,上溝,733,東日本旅客鉄道 相模線,算出,上溝(733m);番田(1369m),東日本旅客鉄道 相模線
0050001348,橋本,相模原市緑区,35.599415,139.334244,相原,867,東日本旅客鉄道 横浜線,算出,相原(867m);橋本(1052m),東日本旅客鉄道 横浜線;京王電鉄 相模原線;東日本旅客鉄道 相模線
0050001404,厚木西,厚木市,35.448986,139.312912,愛甲石田,4479,小田急電鉄 小田原線,手動,愛甲石田(4479m);本厚木(4787m),小田急電鉄 小田原線
0050001413,有馬,海老名市,35.414257,139.379486,社家,715,東日本旅客鉄道 相模線,算出,社家(715m);門沢橋(842m),東日本旅客鉄道 相模線
0050001418,綾瀬,綾瀬市,35.449211,139.428619,さがみ野,2480,相模鉄道 相鉄本線,手動,さがみ野(2480m);海老名(3452m);長後(5287m),相模鉄道 相鉄本線;小田急電鉄 小田原線;東日本旅客鉄道 相模線;小田急電鉄 江ノ島線
0050001356,相模田名,相模原市中央区,35.549187,139.345856,淵野辺,4964,東日本旅客鉄道 横浜線,手動,淵野辺(4964m);相模原(4233m);橋本(5094m);上溝(1824m),東日本旅客鉄道 横浜線;京王電鉄 相模原線;東日本旅客鉄道 相模線
0050001402,厚木北,厚木市,35.487286,139.337723,本厚木,5865,小田急電鉄 小田原線,手動,本厚木(5865m),小田急電鉄 小田原線
0050001430,相模原城山,相模原市緑区,35.587315,139.28656,橋本,5311,京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線,手動,橋本(5311m);相模湖(9470m),京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線;東日本旅客鉄道 中央線
0050001406,大和南,大和市,35.443459,139.47464,桜ヶ丘,1126,小田急電鉄 江ノ島線,算出,桜ヶ丘(1126m);高座渋谷(1547m),小田急電鉄 江ノ島線
0050001359,上鶴間,相模原市南区,35.524918,139.455276,相模大野,1770,小田急電鉄 江ノ島線;小田急電鉄 小田原線,手動,相模大野(1770m);町田(2155m);南町田グランベリーパーク(2026m),小田急電鉄 江ノ島線;小田急電鉄 小田原線;東日本旅客鉄道 横浜線;東急電鉄 田園都市線
0050001403,厚木清南,厚木市,35.430813,139.36116,本厚木,978,小田急電鉄 小田原線,算出,本厚木(978m);社家(1856m),小田急電鉄 小田原線;東日本旅客鉄道 相模線
0050001419,綾瀬西,綾瀬市,35.43705,139.412476,海老名,2681,小田急電鉄 小田原線;相模鉄道 相鉄本線;東日本旅客鉄道 相模線,算出,海老名(2681m),小田急電鉄 小田原線;相模鉄道 相鉄本線;東日本旅客鉄道 相模線
0050001351,津久井,相模原市緑区,35.587132,139.230713,橋本,10328,京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線,手動,橋本(10328m);相模湖(5081m),京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線;東日本旅客鉄道 中央線
0050001426,愛川,愛川町,35.531937,139.317276,本厚木,11158,小田急電鉄 小田原線,手動,本厚木(11158m);海老名(10972m);淵野辺(8148m);上溝(5038m),小田急電鉄 小田原線;相模鉄道 相鉄本線;東日本旅客鉄道 相模線;東日本旅客鉄道 横浜線
